2931; Proizvodnja električne i elektroničke opreme za motorna vozila ;
2932; Proizvodnja ostalih dijelova i pribora za motorna vozila ;
3011; Gradnja brodova i plutajućih objekata;
3012; Gradnja čamaca za razonodu i sportskih čamaca;
3020; Proizvodnja željezničkih lokomotiva i tračničkih vozila;
3030; Proizvodnja zrakoplova i svemirskih letjelica te srodnih prijevoznih sredstava i opreme;
3040; Proizvodnja vojnih borbenih vozila;
3091; Proizvodnja motocikala;
3092; Proizvodnja bicikala i invalidskih kolica;
3099; Proizvodnja ostalih prijevoznih sredstava, druge nespomenute ;
3101; Proizvodnja namještaja za poslovne i prodajne prostore;
3102; Proizvodnja kuhinjskog namještaja;
3103; Proizvodnja madraca;
3109; Proizvodnja ostalog namještaja;
3211; Proizvodnja novca;
3212; Proizvodnja nakita i srodnih proizvoda;
3213; Proizvodnja imitacije nakita (bižuterije) i srodnih proizvoda;
3220; Proizvodnja glazbenih instrumenata;
3230; Proizvodnja sportske opreme;
3240; Proizvodnja igara i igračaka;
3250; Proizvodnja medicinskih i stomatoloških instrumenata i pribora;
3291; Proizvodnja metla i četaka;
3299; Ostala prerađivačka industrija, druge nespomenute ;
3311; Popravak proizvoda od metala;
3312; Popravak strojeva;
3313; Popravak elektroničke i optičke opreme;
3314; Popravak električne opreme;
3315; Popravak i održavanje brodova i čamaca;
3316; Popravak i održavanje zrakoplova i svemirskih letjelica;
3317; Popravak i održavanje ostalih prijevoznih sredstava;
3319; Popravak ostale opreme;
3320; Instaliranje industrijskih strojeva i opreme;
3511; Proizvodnja električne energije;
3512; Prijenos električne energije;
3513; Distribucija električne energije;
3514; Trgovina električnom energijom;
3521; Proizvodnja plina;
3522; Distribucija plinovitih goriva distribucijskom mrežom;
3523; Trgovina plinom distribucijskom mrežom;
3530; Opskrba parom i klimatizacija;
3600; Skupljanje, pročišćavanje i opskrba vodom;
3700; Uklanjanje otpadnih voda;
3811; Skupljanje bezopasnog otpada;
3812; Skupljanje opasnog otpada;
3821; Obrada i odlaganje bezopasnog otpada;
3822; Obrada i odlaganje opasnog otpada;
3831; Rastavljanje olupina;
3832; Obnavljanje posebno izdvojenih materijala;
3900; Djelatnosti sanacije okoliša te ostale usluge zbrinjavanja otpada;
4110; Organizacija izvedbe projekata za zgrade;
4120; Gradnja stambenih i nestambenih zgrada;
4211; Gradnja cesta i autocesta;
4212; Gradnja željezničkih pruga i podzemnih željeznica;
4213; Gradnja mostova i tunela;
4221; Gradnja cjevovoda za tekućine i plinove;
4222; Gradnja vodova za električnu struju i telekomunikacije;
4291; Gradnja vodnih građevina;
4299; Gradnja ostalih građevina niskogradnje, druge nespomenute;
4311; Rušenje građevina;
4312; Pripremni radovi na gradilištu;
4313; Pokusno bušenje i sondiranje terena za gradnju;
4321; Elektroinstalacijski radovi;
4322; Uvođenje instalacija vodovoda, kanalizacije i plina i instalacija za grijanje i klimatizaciju;
4329; Ostali građevinski instalacijski radovi;
4331; Fasadni i štukaturski radovi;
4332; Ugradnja stolarije;
4333; Postavljanje podnih i zidnih obloga;
4334; Soboslikarski i staklarski radovi;
4339; Ostali završni građevinski radovi;
4391; Radovi na krovištu;
4399; Ostale specijalizirane građevinske djelatnosti, druge nespomenute;
4511; Trgovina automobilima i motornim vozilima lake kategorije ;
4519; Trgovina ostalim motornim vozilima;
4520; Održavanje i popravak motornih vozila;
4531; Trgovina na veliko dijelovima i priborom za motorna vozila ;
4532; Trgovina na malo dijelovima i priborom za motorna vozila;
4540; Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak motocikala;
4611; Posredovanje u trgovini poljoprivrednim sirovinama, živom stokom, tekstilnim sirovinama i poluproizvodima;
4612; Posredovanje u trgovini gorivima, rudama, metalima i industrijskim kemijskim proizvodima;
4613; Posredovanje u trgovini drvom i građevinskim materijalom;
4614; Posredovanje u trgovini strojevima, industrijskom opremom, brodovima i zrakoplovima;
4615; Posredovanje u trgovini namještajem, proizvodima za kućanstvo i željeznom robom;
4616; Posredovanje u trgovini tekstilom, odjećom, krznom, obućom i kožnim proizvodima;
4617; Posredovanje u trgovini hranom, pićima i duhanom;
4618; Posredovanje u trgovini specijaliziranoj za ostale određene proizvode ili skupine proizvoda;
4619; Posredovanje u trgovini raznovrsnim proizvodima;
4621; Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stočnom hranom;
4622; Trgovina na veliko cvijećem i sadnicama;
4623; Trgovina na veliko živom stokom;
4624; Trgovina na veliko sirovim i štavljenim kožama;
4631; Trgovina na veliko voćem i povrćem;
4632; Trgovina na veliko mesom i mesnim proizvodima;
4633; Trgovina na veliko mlijekom, mliječnim proizvodima, jajima, jestivim uljima i masnoćama;
4634; Trgovina na veliko pićima;
4635; Trgovina na veliko duhanskim proizvodima;
4636; Trgovina na veliko šećerom, čokoladom i bombonima;
4637; Trgovina na veliko kavom, čajem, kakaom i začinima;
4638; Trgovina na veliko ostalom hranom uključujući ribe, rakove i mekušce;
4639; Nespecijalizirana trgovina na veliko hranom, pićima i duhanskim proizvodima;
4641; Trgovina na veliko tekstilom;
4642; Trgovina na veliko odjećom i obućom;
4643; Trgovina na veliko električnim aparatima za kućanstvo;
4644; Trgovina na veliko porculanom, staklom i sredstvima za čišćenje;
4645; Trgovina na veliko parfemima i kozmetikom;
4646; Trgovina na veliko farmaceutskim proizvodima;
4647; Trgovina na veliko namještajem, sagovima i opremom za rasvjetu;
4648; Trgovina na veliko satovima i nakitom;
4649; Trgovina na veliko ostalim proizvodima za kućanstvo;
4651; Trgovina na veliko računalima, perifernom opremom i softverom;
4652; Trgovina na veliko elektroničkim i telekomunikacijskim dijelovima i opremom;
4661; Trgovina na veliko poljoprivrednim strojevima, opremom i priborom;
4662; Trgovina na veliko alatnim strojevima;
4663; Trgovina na veliko strojevima za rudnike i građevinarstvo;
4664; Trgovina na veliko strojevima za tekstilnu industriju te strojevima za šivanje i pletenje;
4665; Trgovina na veliko uredskim namještajem;
4666; Trgovina na veliko ostalim uredskim strojevima i opremom;
4669; Trgovina na veliko ostalim strojevima i opremom;
4671; Trgovina na veliko krutim, tekućim i plinovitim gorivima i srodnim proizvodima;
4672; Trgovina na veliko metalima i metalnim rudama;
4673; Trgovina na veliko drvom, građevinskim materijalom i sanitarnom opremom;
4674; Trgovina na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje;
4675; Trgovina na veliko kemijskim proizvodima;
4676; Trgovina na veliko ostalim poluproizvodima;
4677; Trgovina na veliko ostacima i otpacima;
4690; Nespecijalizirana trgovina na veliko ;
4711; Trgovina na malo u nespecijaliziranim prodavaonicama pretežno hranom, pićima i duhanskim proizvodima ;
4719; Ostala trgovina na malo u nespecijaliziranim prodavaonicama;
4721; Trgovina na malo voćem i povrćem u specijaliziranim prodavaonicama;
4722; Trgovina na malo mesom i mesnim proizvodima u specijaliziranim prodavaonicama;
4723; Trgovina na malo ribama, rakovima i školjkama u;
4724; Trgovina na malo kruhom, pecivom, kolačima, tjesteninama, bombonima i slatkišima u specijaliziranim prodavaonicama;
4725; Trgovina na malo pićima u specijaliziranim prodavaonicama;
4726; Trgovina na malo duhanskim proizvodima u specijaliziranim prodavaonicama;
4729; Ostala trgovina na malo prehrambenim proizvodima u specijaliziranim prodavaonicama;
4730; Trgovina na malo motornim gorivima i mazivima u specijaliziranim prodavaonicama;
4741; Trgovina na malo računalima, perifernim jedinicama i softverom u specijaliziranim prodavaonicama;
4742; Trgovina na malo telekomunikacijskom opremom u specijaliziranim prodavaonicama;
4743; Trgovina na malo audio i videoopremom u specijaliziranim prodavaonicama;
4751; Trgovina na malo tekstilom u specijaliziranim prodavaonicama;
4752; Trgovina na malo željeznom robom, bojama i staklom u specijaliziranim prodavaonicama;
4753; Trgovina na malo sagovima i prostiračima za pod, zidnim i podnim oblogama u specijaliziranim prodavaonicama;
4754; Trgovina na malo električnim aparatima za kućanstvo u specijaliziranim prodavaonicama;
4759; Trgovina na malo namještajem, opremom za rasvjetu i ostalim proizvodima za kućanstvo u specijaliziranim prodavaonicama;
4761; Trgovina na malo knjigama u specijaliziranim prodavaonicama;
4762; Trgovina na malo novinama, papirnatom robom i pisaćim priborom u specijaliziranim prodavaonicama;
4763; Trgovina na malo glazbenim i videozapisima ;
4764; Trgovina na malo sportskom opremom u;
4765; Trgovina na malo igrama i igračkama u specijaliziranim prodavaonicama;
4771; Trgovina na malo odjećom u specijaliziranim prodavaonicama;
4772; Trgovina na malo obućom i proizvodima od kože ;
4773; Ljekarne ;
4774; Trgovina na malo medicinskim pripravcima i ortopedskim pomagalima u specijaliziranim prodavaonicama;
4775; Trgovina na malo kozmetičkim i toaletnim proizvodima ;
4776; Trgovina na malo cvijećem, sadnicama, sjemenjem, gnojivom, kućnim ljubimcima i hranom za kućne ljubimce u specijaliziranim prodavaonicama;
4777; Trgovina na malo satovima i nakitom u specijaliziranim prodavaonicama;
4778; Ostala trgovina na malo novom robom u specijaliziranim prodavaonicama;
4779; Trgovina na malo rabljenom robom u specijaliziranim prodavaonicama;
4781; Trgovina na malo hranom, pićima i duhanskim proizvodima na štandovima i tržnicama;
4782; Trgovina na malo tekstilom, odjećom i obućom na štandovima i tržnicama;
4789; Trgovina na malo ostalom robom na štandovima i tržnicama;
4791; Trgovina na malo preko pošte ili interneta;
4799; Ostala trgovina na malo izvan prodavaonica, štandova i tržnica;
4910; Željeznički prijevoz putnika, međugradski;
4920; Željeznički prijevoz robe;
4931; Gradski i prigradski kopneni prijevoz putnika;
4932; Taksi služba;
4939; Ostali kopneni prijevoz putnika, druge nespomenute;
4941; Cestovni prijevoz robe;
4942; Usluge preseljenja;
4950; Cjevovodni transport;
5010; Pomorski i obalni prijevoz putnika;
5020; Pomorski i obalni prijevoz robe;
5030; Prijevoz putnika unutrašnjim vodenim putovima;
5040; Prijevoz robe unutrašnjim vodenim putovima;
5110; Zračni prijevoz putnika;
5121; Zračni prijevoz robe;
5122; Svemirski prijevoz;
5210; Skladištenje robe;
5221; Uslužne djelatnosti u vezi s kopnenim prijevozom;
5222; Uslužne djelatnosti u vezi s vodenim prijevozom;
5223; Uslužne djelatnosti u vezi sa zračnim prijevozom;
5224; Prekrcaj tereta;
5229; Ostale prateće djelatnosti u prijevozu;
5310; Djelatnosti pružanja univerzalnih poštanskih usluga;
5320; Djelatnosti pružanja ostalih poštanskih i kurirskih usluga;
5510; Hoteli i sličan smještaj;
5520; Odmarališta i slični objekti za kraći odmor;
5530; Kampovi i prostori za kampiranje;
5590; Ostali smještaj;
5610; Djelatnosti restorana i ostalih objekata za pripremu i usluživanje hrane;
5621; Djelatnosti keteringa;
5629; Ostale djelatnosti pripreme i usluživanja hrane;
5630; Djelatnosti pripreme i usluživanja pića;
5811; Izdavanje knjiga;
5812; Izdavanje imenika i popisa korisničkih adresa;
5813; Izdavanje novina;
5814; Izdavanje časopisa i periodičnih publikacija;
5819; Ostala izdavačka djelatnost;
5821; Izdavanje računalnih igara;
5829; Izdavanje ostalog softvera;
5911; Proizvodnja filmova, videofilmova i televizijskog programa;
5912; Djelatnosti koje slijede nakon proizvodnje filmova, videofilmova i televizijskog programa;
5913; Distribucija filmova, videofilmova i televizijskog programa;
5914; Djelatnosti prikazivanja filmova;
5920; Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa;
6010; Emitiranje radijskog programa;
6020; Emitiranje televizijskog programa;
6110; Djelatnosti žičane telekomunikacije;
6120; Djelatnosti bežične telekomunikacije;
6130; Djelatnosti satelitske telekomunikacije;
6190; Ostale telekomunikacijske djelatnosti;
6201; Računalno programiranje;
6202; Savjetovanje u vezi s računalima;
6203; Upravljanje računalnom opremom i sustavom;
6209; Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima;
6311; Obrada podataka, usluge poslužitelja i djelatnosti povezane s njima;
6312; Internetski portali;
6391; Djelatnosti novinskih agencija;
6399; Ostale informacijske uslužne djelatnosti, druge nespomenute;
6411; Središnje bankarstvo;
6419; Ostalo novčarsko posredovanje;
6420; Djelatnosti holding;društava
6430; Trustovi (uzajamni fondovi), fondovi i slični financijski subjekti;
6491; Financijski leasing;
6492; Ostalo kreditno posredovanje;
6499; Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova, druge nespomenute;
6511; Životno osiguranje;
6512; Ostalo osiguranje;
6520; Reosiguranje;
6530; Mirovinski fondovi;
6611; Poslovanje financijskih tržišta;
6612; Djelatnosti posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima;
6619; Ostale pomoćne djelatnosti kod financijskih usluga, osim osiguranja i mirovinskih fondova;
6621; Procjena rizika i štete;
6622; Djelatnosti agenata i posrednika osiguranja ;
6629; Ostale pomoćne djelatnosti u osiguranju i mirovinskim fondovima;
6630; Djelatnosti upravljanja fondovima;
6810; Kupnja i prodaja vlastitih nekretnina;
6820; Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing);
6831; Agencije za poslovanje nekretninama;
6832; Upravljanje nekretninama uz naplatu ili na osnovi ugovora;
6910; Pravne djelatnosti;
6920;" Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje";
7010; Upravljačke djelatnosti;
7021; Odnosi s javnošću i djelatnosti priopćivanja;
7022; Savjetovanje u vezi s poslovanjem i ostalim upravljanjem;
7111; Arhitektonske djelatnosti;
7112; Inženjerstvo i s njim povezano tehničko savjetovanje;
7120; Tehničko ispitivanje i analiza;
7211; Istraživanje i eksperimentalni razvoj u biotehnologiji;
7219; Ostalo istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima;
7220; Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima;
7311; Agencije za promidžbu;
7312; Oglašavanje preko medija;
7320; Istraživanje tržišta i ispitivanje javnoga mnijenja;
7410; Specijalizirane dizajnerske djelatnosti;
7420; Fotografske djelatnosti;
7430; Prevoditeljske djelatnosti i usluge tumača;
7490; Ostale stručne, znanstvene i tehničke djelatnosti, druge nespomenute;
7500; Veterinarske djelatnosti;
7711; Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije;
7712; Iznajmljivanje i davanje u zakup (leasing) kamiona ;
7721; Iznajmljivanje i davanje u zakup (leasing) opreme za rekraciju i sport;
7722; Iznajmljivanje videokaseta i diskova;
7729; Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo;
7731; Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme;
7732; Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo;
7733; Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme (uključujući računala);
7734; Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava;
7735; Iznajmljivanje i davanje u zakup (leasing) zračnih prijevoznih sredstava;
7739; Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, druge nespomenute;
7740; Davanje u zakup (leasing) prava na uporabu intelektualnog vlasnišva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima;
7810; Djelatnosti agencija za zapošljavanje;
7820; Djelatnosti agencija za privremeno zapošljavanje;
